Codigo,Fecha,CasosNuevos,CasosAcumulados,MuertesNuevas,MuertesAcumuladas
QT,2020-05-31,29,1189,6,112
QT,2020-06-01,59,1248,5,117
QT,2020-06-02,48,1296,6,123
QT,2020-06-03,35,1331,5,128
QT,2020-06-04,15,1346,10,138
QT,2020-06-05,38,1384,3,141
QT,2020-06-06,35,1419,7,148
QT,2020-06-07,32,1451,7,155
QT,2020-06-08,33,1484,3,158
QT,2020-06-09,30,1514,7,165
QT,2020-06-10,28,1542,2,167
QT,2020-06-11,36,1578,8,175
QT,2020-06-12,34,1612,7,182
QT,2020-06-13,36,1648,9,191
QT,2020-06-14,33,1681,4,195
QT,2020-06-15,28,1709,7,202
QT,2020-06-16,18,1727,4,206
QT,2020-06-17,14,1741,4,210
QT,2020-06-18,12,1753,3,213
QT,2020-06-19,7,1760,3,216
QT,2020-06-20,4,1764,3,219
QT,2020-06-21,0,1764,3,222
QT,2020-06-22,0,1764,3,225
QT,2020-06-23,0,1764,1,226
QR,2020-03-01,1,1,0,0
QR,2020-03-02,0,1,0,0
QR,2020-03-03,0,1,0,0
QR,2020-03-04,0,1,0,0
QR,2020-03-05,0,1,0,0
QR,2020-03-06,0,1,0,0
QR,2020-03-07,0,1,0,0
QR,2020-03-08,1,2,0,0
QR,2020-03-09,1,3,0,0
QR,2020-03-10,2,5,0,0
QR,2020-03-11,3,8,0,0
QR,2020-03-12,1,9,0,0
QR,2020-03-13,3,12,0,0
QR,2020-03-14,4,16,0,0
QR,2020-03-15,6,22,0,0
QR,2020-03-16,2,24,0,0
QR,2020-03-17,3,27,0,0
QR,2020-03-18,7,34,0,0
QR,2020-03-19,5,39,0,0
QR,2020-03-20,8,47,0,0
QR,2020-03-21,9,56,0,0
QR,2020-03-22,6,62,0,0
QR,2020-03-23,10,72,0,0
QR,2020-03-24,6,78,0,0
QR,2020-03-25,13,91,0,0
QR,2020-03-26,6,97,1,1
QR,2020-03-27,21,118,1,2
QR,2020-03-28,16,134,1,3
QR,2020-03-29,18,152,0,3
QR,2020-03-30,17,169,0,3
QR,2020-03-31,13,182,2,5
QR,2020-04-01,19,201,1,6
QR,2020-04-02,16,217,2,8
QR,2020-04-03,19,236,2,10
QR,2020-04-04,14,250,1,11
QR,2020-04-05,27,277,1,12
QR,2020-04-06,29,306,2,14
QR,2020-04-07,15,321,2,16
QR,2020-04-08,20,341,3,19
QR,2020-04-09,26,367,3,22
QR,2020-04-10,32,399,2,24
QR,2020-04-11,31,430,2,26
QR,2020-04-12,29,459,4,30
QR,2020-04-13,29,488,5,35
QR,2020-04-14,30,518,3,38
QR,2020-04-15,29,547,0,38
QR,2020-04-16,41,588,1,39
QR,2020-04-17,34,622,4,43
QR,2020-04-18,46,668,6,49
QR,2020-04-19,24,692,7,56
QR,2020-04-20,55,747,10,66
QR,2020-04-21,32,779,8,74
QR,2020-04-22,27,806,6,80
QR,2020-04-23,26,832,7,87
QR,2020-04-24,22,854,16,103
QR,2020-04-25,44,898,10,113
QR,2020-04-26,36,934,10,123
QR,2020-04-27,33,967,14,137
QR,2020-04-28,32,999,9,146
QR,2020-04-29,29,1028,12,158
QR,2020-04-30,23,1051,11,169
QR,2020-05-01,34,1085,14,183
QR,2020-05-02,79,1164,5,188
QR,2020-05-03,27,1191,8,196
QR,2020-05-04,33,1224,6,202
QR,2020-05-05,20,1244,7,209
QR,2020-05-06,32,1276,9,218
QR,2020-05-07,22,1298,8,226
QR,2020-05-08,39,1337,5,231
QR,2020-05-09,40,1377,9,240
QR,2020-05-10,36,1413,8,248
QR,2020-05-11,17,1430,6,254
QR,2020-05-12,27,1457,12,266
QR,2020-05-13,39,1496,7,273
QR,2020-05-14,26,1522,11,284
QR,2020-05-15,33,1555,10,294
QR,2020-05-16,31,1586,6,300
QR,2020-05-17,26,1612,5,305
QR,2020-05-18,50,1662,10,315
QR,2020-05-19,47,1709,8,323
QR,2020-05-20,41,1750,4,327
QR,2020-05-21,28,1778,6,333
QR,2020-05-22,32,1810,5,338
QR,2020-05-23,34,1844,3,341
QR,2020-05-24,39,1883,10,351
QR,2020-05-25,52,1935,6,357
QR,2020-05-26,23,1958,6,363
QR,2020-05-27,49,2007,6,369
QR,2020-05-28,42,2049,6,375
QR,2020-05-29,41,2090,8,383
QR,2020-05-30,38,2128,7,390
QR,2020-05-31,39,2167,6,396
QR,2020-06-01,53,2220,11,407
QR,2020-06-02,35,2255,7,414
QR,2020-06-03,30,2285,3,417
QR,2020-06-04,28,2313,5,422
QR,2020-06-05,42,2355,7,429
QR,2020-06-06,48,2403,9,438
QR,2020-06-07,56,2459,12,450
QR,2020-06-08,63,2522,5,455
QR,2020-06-09,46,2568,7,462
QR,2020-06-10,59,2627,8,470
QR,2020-06-11,62,2689,4,474
QR,2020-06-12,52,2741,6,480
QR,2020-06-13,55,2796,6,486
QR,2020-06-14,50,2846,6,492
QR,2020-06-15,62,2908,4,496
QR,2020-06-16,41,2949,4,500
QR,2020-06-17,33,2982,5,505
QR,2020-06-18,16,2998,5,510
QR,2020-06-19,9,3007,4,514
QR,2020-06-20,4,3011,5,519
QR,2020-06-21,0,3011,3,522
QR,2020-06-22,0,3011,2,524
QR,2020-06-23,0,3011,0,524
SP,2020-03-07,1,1,0,0
SP,2020-03-08,0,1,0,0
SP,2020-03-09,1,2,0,0
SP,2020-03-10,0,2,0,0
SP,2020-03-11,1,3,0,0
SP,2020-03-12,1,4,0,0
SP,2020-03-13,0,4,0,0
SP,2020-03-14,1,5,0,0
SP,2020-03-15,4,9,0,0
SP,2020-03-16,2,11,0,0
SP,2020-03-17,1,12,0,0
SP,2020-03-18,4,16,0,0
SP,2020-03-19,2,18,0,0
SP,2020-03-20,1,19,0,0
SP,2020-03-21,2,21,0,0
SP,2020-03-22,3,24,0,0
SP,2020-03-23,0,24,0,0
SP,2020-03-24,5,29,1,1
SP,2020-03-25,3,32,1,2
SP,2020-03-26,1,33,0,2
SP,2020-03-27,3,36,0,2
SP,2020-03-28,2,38,0,2
SP,2020-03-29,2,40,0,2
SP,2020-03-30,1,41,1,3
SP,2020-03-31,4,45,0,3
SP,2020-04-01,4,49,0,3
SP,2020-04-02,3,52,0,3
SP,2020-04-03,4,56,0,3
SP,2020-04-04,3,59,0,3
SP,2020-04-05,0,59,0,3
SP,2020-04-06,1,60,1,4
SP,2020-04-07,0,60,0,4
SP,2020-04-08,2,62,0,4
SP,2020-04-09,2,64,0,4
SP,2020-04-10,2,66,0,4
SP,2020-04-11,1,67,0,4
SP,2020-04-12,1,68,0,4
SP,2020-04-13,4,72,0,4
SP,2020-04-14,7,79,0,4
SP,2020-04-15,1,80,0,4
SP,2020-04-16,2,82,0,4
SP,2020-04-17,1,83,1,5
SP,2020-04-18,2,85,1,6
SP,2020-04-19,1,86,0,6
SP,2020-04-20,10,96,0,6
SP,2020-04-21,8,104,0,6
SP,2020-04-22,2,106,0,6
SP,2020-04-23,3,109,1,7
SP,2020-04-24,6,115,0,7
SP,2020-04-25,16,131,0,7
SP,2020-04-26,11,142,1,8
SP,2020-04-27,21,163,0,8
SP,2020-04-28,19,182,0,8
SP,2020-04-29,8,190,1,9
SP,2020-04-30,17,207,1,10
SP,2020-05-01,22,229,0,10
SP,2020-05-02,16,245,0,10
SP,2020-05-03,21,266,1,11
SP,2020-05-04,29,295,2,13
SP,2020-05-05,28,323,1,14
SP,2020-05-06,19,342,1,15
SP,2020-05-07,28,370,1,16
SP,2020-05-08,29,399,1,17
SP,2020-05-09,25,424,1,18
SP,2020-05-10,33,457,0,18
SP,2020-05-11,22,479,1,19
SP,2020-05-12,17,496,1,20
SP,2020-05-13,23,519,0,20
SP,2020-05-14,34,553,1,21
SP,2020-05-15,32,585,2,23
SP,2020-05-16,20,605,4,27
SP,2020-05-17,30,635,5,32
SP,2020-05-18,34,669,2,34
SP,2020-05-19,38,707,0,34
SP,2020-05-20,47,754,3,37
SP,2020-05-21,32,786,1,38
SP,2020-05-22,45,831,2,40
SP,2020-05-23,55,886,3,43
SP,2020-05-24,47,933,2,45
SP,2020-05-25,40,973,2,47
SP,2020-05-26,30,1003,3,50
SP,2020-05-27,40,1043,1,51
SP,2020-05-28,42,1085,1,52
SP,2020-05-29,59,1144,2,54
SP,2020-05-30,46,1190,1,55
SP,2020-05-31,49,1239,4,59
SP,2020-06-01,77,1316,4,63
SP,2020-06-02,59,1375,1,64
SP,2020-06-03,83,1458,2,66
SP,2020-06-04,61,1519,1,67
SP,2020-06-05,81,1600,2,69
SP,2020-06-06,78,1678,6,75
SP,2020-06-07,74,1752,5,80
SP,2020-06-08,87,1839,5,85
SP,2020-06-09,93,1932,2,87
SP,2020-06-10,61,1993,2,89
SP,2020-06-11,58,2051,5,94
SP,2020-06-12,59,2110,1,95
SP,2020-06-13,70,2180,1,96
SP,2020-06-14,68,2248,0,96
SP,2020-06-15,76,2324,0,96
SP,2020-06-16,62,2386,5,101
SP,2020-06-17,29,2415,1,102
SP,2020-06-18,27,2442,1,103
SP,2020-06-19,12,2454,0,103
SP,2020-06-20,0,2454,2,105
SP,2020-06-21,1,2455,3,108
SP,2020-06-22,0,2455,6,114
SP,2020-06-23,0,2455,0,114
SL,2020-01-29,1,1,0,0
SL,2020-01-30,0,1,0,0
SL,2020-01-31,0,1,0,0
SL,2020-02-01,0,1,0,0
SL,2020-02-02,0,1,0,0
SL,2020-02-03,0,1,0,0
SL,2020-02-04,0,1,0,0
SL,2020-02-05,0,1,0,0
SL,2020-02-06,0,1,0,0
SL,2020-02-07,0,1,0,0
SL,2020-02-08,0,1,0,0
SL,2020-02-09,0,1,0,0
SL,2020-02-10,0,1,0,0
SL,2020-02-11,0,1,0,0
SL,2020-02-12,0,1,0,0
SL,2020-02-13,0,1,0,0
SL,2020-02-14,0,1,0,0
SL,2020-02-15,0,1,0,0
SL,2020-02-16,0,1,0,0
SL,2020-02-17,0,1,0,0
SL,2020-02-18,0,1,0,0
SL,2020-02-19,0,1,0,0
SL,2020-02-20,0,1,0,0
SL,2020-02-21,0,1,0,0
SL,2020-02-22,0,1,0,0
SL,2020-02-23,0,1,0,0
SL,2020-02-24,0,1,0,0
SL,2020-02-25,0,1,0,0
SL,2020-02-26,0,1,0,0
SL,2020-02-27,0,1,0,0
SL,2020-02-28,0,1,0,0
SL,2020-02-29,0,1,0,0
SL,2020-03-01,1,2,0,0
SL,2020-03-02,0,2,0,0
SL,2020-03-03,0,2,0,0
SL,2020-03-04,0,2,0,0
SL,2020-03-05,0,2,0,0
SL,2020-03-06,0,2,0,0
SL,2020-03-07,0,2,0,0
SL,2020-03-08,0,2,0,0
SL,2020-03-09,1,3,0,0
SL,2020-03-10,0,3,0,0
SL,2020-03-11,0,3,0,0
SL,2020-03-12,1,4,0,0
SL,2020-03-13,0,4,0,0
SL,2020-03-14,2,6,0,0
SL,2020-03-15,2,8,0,0
SL,2020-03-16,3,11,0,0
SL,2020-03-17,2,13,0,0
SL,2020-03-18,1,14,0,0
SL,2020-03-19,4,18,0,0
SL,2020-03-20,6,24,0,0
SL,2020-03-21,6,30,0,0
SL,2020-03-22,7,37,0,0
SL,2020-03-23,16,53,0,0
SL,2020-03-24,13,66,0,0
SL,2020-03-25,9,75,0,0
SL,2020-03-26,11,86,1,1
SL,2020-03-27,13,99,0,1
SL,2020-03-28,10,109,1,2
SL,2020-03-29,15,124,1,3
SL,2020-03-30,16,140,0,3
SL,2020-03-31,24,164,1,4
SL,2020-04-01,18,182,2,6
SL,2020-04-02,21,203,3,9
SL,2020-04-03,27,230,2,11
SL,2020-04-04,25,255,5,16
SL,2020-04-05,22,277,0,16
SL,2020-04-06,29,306,1,17
SL,2020-04-07,29,335,3,20
SL,2020-04-08,38,373,6,26
SL,2020-04-09,37,410,7,33
SL,2020-04-10,47,457,10,43
SL,2020-04-11,39,496,8,51
SL,2020-04-12,42,538,7,58
SL,2020-04-13,45,583,8,66
SL,2020-04-14,35,618,5,71
SL,2020-04-15,35,653,6,77
SL,2020-04-16,44,697,3,80
SL,2020-04-17,51,748,5,85
SL,2020-04-18,49,797,5,90
SL,2020-04-19,57,854,4,94
SL,2020-04-20,86,940,11,105
SL,2020-04-21,40,980,6,111
SL,2020-04-22,43,1023,8,119
SL,2020-04-23,54,1077,7,126
SL,2020-04-24,69,1146,6,132
SL,2020-04-25,67,1213,11,143
SL,2020-04-26,41,1254,10,153
SL,2020-04-27,52,1306,9,162
SL,2020-04-28,41,1347,8,170
SL,2020-04-29,52,1399,11,181
SL,2020-04-30,67,1466,9,190
SL,2020-05-01,106,1572,16,206
SL,2020-05-02,43,1615,6,212
SL,2020-05-03,72,1687,9,221
SL,2020-05-04,66,1753,12,233
SL,2020-05-05,67,1820,20,253
SL,2020-05-06,55,1875,6,259
SL,2020-05-07,81,1956,13,272
SL,2020-05-08,68,2024,11,283
SL,2020-05-09,71,2095,4,287
SL,2020-05-10,123,2218,7,294
SL,2020-05-11,93,2311,12,306
SL,2020-05-12,94,2405,15,321
SL,2020-05-13,74,2479,4,325
SL,2020-05-14,100,2579,16,341
SL,2020-05-15,182,2761,16,357
SL,2020-05-16,118,2879,14,371
SL,2020-05-17,101,2980,16,387
SL,2020-05-18,128,3108,17,404
SL,2020-05-19,125,3233,14,418
SL,2020-05-20,166,3399,12,430
SL,2020-05-21,133,3532,24,454
SL,2020-05-22,156,3688,14,468
SL,2020-05-23,153,3841,19,487
SL,2020-05-24,153,3994,14,501
SL,2020-05-25,189,4183,17,518
SL,2020-05-26,145,4328,16,534
SL,2020-05-27,142,4470,26,560
SL,2020-05-28,152,4622,21,581
SL,2020-05-29,159,4781,20,601
SL,2020-05-30,156,4937,17,618
SL,2020-05-31,158,5095,26,644
SL,2020-06-01,273,5368,23,667
SL,2020-06-02,160,5528,24,691
SL,2020-06-03,161,5689,35,726
SL,2020-06-04,175,5864,22,748
SL,2020-06-05,239,6103,31,779
SL,2020-06-06,209,6312,21,800
SL,2020-06-07,129,6441,25,825
SL,2020-06-08,188,6629,27,852
SL,2020-06-09,137,6766,18,870
SL,2020-06-10,168,6934,19,889
SL,2020-06-11,86,7020,18,907
SL,2020-06-12,100,7120,36,943
SL,2020-06-13,61,7181,16,959
SL,2020-06-14,47,7228,19,978
SL,2020-06-15,58,7286,19,997
SL,2020-06-16,17,7303,22,1019
SL,2020-06-17,11,7314,22,1041
SL,2020-06-18,1,7315,19,1060
SL,2020-06-19,0,7315,8,1068
SL,2020-06-20,0,7315,9,1077
SL,2020-06-21,0,7315,11,1088
SL,2020-06-22,0,7315,3,1091
SL,2020-06-23,0,7315,0,1091
SR,2020-03-11,2,2,0,0
SR,2020-03-12,2,4,0,0
SR,2020-03-13,1,5,0,0
SR,2020-03-14,0,5,0,0
SR,2020-03-15,0,5,0,0
SR,2020-03-16,2,7,0,0
SR,2020-03-17,4,11,0,0
SR,2020-03-18,1,12,0,0
SR,2020-03-19,2,14,0,0
SR,2020-03-20,2,16,0,0
SR,2020-03-21,0,16,0,0
SR,2020-03-22,2,18,0,0
SR,2020-03-23,2,20,0,0
SR,2020-03-24,3,23,0,0
SR,2020-03-25,2,25,0,0
SR,2020-03-26,4,29,0,0
SR,2020-03-27,5,34,0,0
SR,2020-03-28,5,39,0,0
SR,2020-03-29,0,39,0,0
SR,2020-03-30,1,40,1,1
SR,2020-03-31,4,44,0,1
SR,2020-04-01,12,56,0,1
SR,2020-04-02,2,58,0,1
SR,2020-04-03,5,63,0,1
SR,2020-04-04,9,72,0,1
SR,2020-04-05,6,78,2,3
SR,2020-04-06,18,96,1,4
SR,2020-04-07,6,102,1,5
SR,2020-04-08,11,113,1,6
SR,2020-04-09,11,124,1,7
SR,2020-04-10,13,137,0,7
SR,2020-04-11,7,144,1,8
SR,2020-04-12,6,150,3,11
SR,2020-04-13,8,158,0,11
SR,2020-04-14,10,168,1,12
SR,2020-04-15,3,171,2,14
SR,2020-04-16,14,185,0,14
SR,2020-04-17,15,200,1,15
SR,2020-04-18,16,216,0,15
SR,2020-04-19,12,228,1,16
SR,2020-04-20,22,250,3,19
SR,2020-04-21,13,263,2,21
SR,2020-04-22,20,283,2,23
SR,2020-04-23,22,305,1,24
SR,2020-04-24,23,328,1,25
SR,2020-04-25,24,352,1,26
SR,2020-04-26,22,374,0,26
SR,2020-04-27,25,399,3,29
SR,2020-04-28,23,422,1,30
SR,2020-04-29,27,449,1,31
SR,2020-04-30,43,492,0,31
SR,2020-05-01,50,542,1,32
SR,2020-05-02,42,584,3,35
SR,2020-05-03,41,625,1,36
SR,2020-05-04,61,686,2,38
SR,2020-05-05,46,732,0,38
SR,2020-05-06,56,788,0,38
SR,2020-05-07,74,862,4,42
SR,2020-05-08,61,923,2,44
SR,2020-05-09,57,980,2,46
SR,2020-05-10,90,1070,4,50
SR,2020-05-11,83,1153,4,54
SR,2020-05-12,74,1227,1,55
SR,2020-05-13,80,1307,4,59
SR,2020-05-14,82,1389,6,65
SR,2020-05-15,142,1531,5,70
SR,2020-05-16,114,1645,6,76
SR,2020-05-17,109,1754,7,83
SR,2020-05-18,162,1916,7,90
SR,2020-05-19,118,2034,7,97
SR,2020-05-20,140,2174,9,106
SR,2020-05-21,143,2317,4,110
SR,2020-05-22,158,2475,8,118
SR,2020-05-23,164,2639,13,131
SR,2020-05-24,137,2776,8,139
SR,2020-05-25,192,2968,13,152
SR,2020-05-26,167,3135,14,166
SR,2020-05-27,188,3323,12,178
SR,2020-05-28,172,3495,11,189
SR,2020-05-29,176,3671,17,206
SR,2020-05-30,214,3885,13,219
SR,2020-05-31,148,4033,12,231
SR,2020-06-01,281,4314,14,245
SR,2020-06-02,163,4477,11,256
SR,2020-06-03,153,4630,10,266
SR,2020-06-04,150,4780,20,286
SR,2020-06-05,177,4957,20,306
SR,2020-06-06,153,5110,15,321
SR,2020-06-07,159,5269,15,336
SR,2020-06-08,200,5469,21,357
SR,2020-06-09,123,5592,13,370
SR,2020-06-10,144,5736,20,390
SR,2020-06-11,96,5832,20,410
SR,2020-06-12,104,5936,19,429
SR,2020-06-13,66,6002,14,443
SR,2020-06-14,60,6062,17,460
SR,2020-06-15,70,6132,16,476
SR,2020-06-16,31,6163,16,492
SR,2020-06-17,15,6178,16,508
SR,2020-06-18,6,6184,13,521
SR,2020-06-19,4,6188,7,528
SR,2020-06-20,0,6188,7,535
SR,2020-06-21,0,6188,5,540
SR,2020-06-22,0,6188,2,542
SR,2020-06-23,0,6188,0,542
TC,2020-03-09,3,3,0,0
TC,2020-03-10,2,5,0,0
TC,2020-03-11,0,5,0,0
TC,2020-03-12,0,5,0,0
TC,2020-03-13,2,7,0,0
TC,2020-03-14,2,9,0,0
TC,2020-03-15,1,10,0,0
TC,2020-03-16,3,13,0,0
TC,2020-03-17,2,15,0,0
TC,2020-03-18,6,21,0,0
TC,2020-03-19,8,29,0,0
TC,2020-03-20,5,34,0,0
TC,2020-03-21,5,39,0,0
TC,2020-03-22,4,43,0,0
TC,2020-03-23,7,50,0,0
TC,2020-03-24,7,57,0,0
TC,2020-03-25,11,68,0,0
TC,2020-03-26,6,74,0,0
TC,2020-03-27,7,81,0,0
TC,2020-03-28,16,97,0,0
TC,2020-03-29,13,110,0,0
TC,2020-03-30,12,122,0,0
TC,2020-03-31,10,132,1,1
TC,2020-04-01,12,144,3,4
TC,2020-04-02,18,162,0,4
TC,2020-04-03,13,175,1,5
TC,2020-04-04,23,198,0,5
TC,2020-04-05,18,216,3,8
TC,2020-04-06,31,247,3,11
TC,2020-04-07,32,279,0,11
TC,2020-04-08,32,311,1,12
TC,2020-04-09,40,351,1,13
TC,2020-04-10,49,400,0,13
TC,2020-04-11,26,426,1,14
TC,2020-04-12,42,468,2,16
TC,2020-04-13,48,516,4,20
TC,2020-04-14,66,582,5,25
TC,2020-04-15,48,630,3,28
TC,2020-04-16,54,684,3,31
TC,2020-04-17,55,739,10,41
TC,2020-04-18,62,801,9,50
TC,2020-04-19,73,874,8,58
TC,2020-04-20,74,948,8,66
TC,2020-04-21,60,1008,3,69
TC,2020-04-22,52,1060,10,79
TC,2020-04-23,55,1115,10,89
TC,2020-04-24,71,1186,8,97
TC,2020-04-25,57,1243,10,107
TC,2020-04-26,42,1285,10,117
TC,2020-04-27,54,1339,6,123
TC,2020-04-28,59,1398,9,132
TC,2020-04-29,53,1451,9,141
TC,2020-04-30,85,1536,10,151
TC,2020-05-01,88,1624,17,168
TC,2020-05-02,83,1707,13,181
TC,2020-05-03,79,1786,12,193
TC,2020-05-04,116,1902,14,207
TC,2020-05-05,106,2008,6,213
TC,2020-05-06,84,2092,15,228
TC,2020-05-07,112,2204,11,239
TC,2020-05-08,126,2330,22,261
TC,2020-05-09,103,2433,12,273
TC,2020-05-10,137,2570,12,285
TC,2020-05-11,135,2705,13,298
TC,2020-05-12,94,2799,9,307
TC,2020-05-13,98,2897,12,319
TC,2020-05-14,126,3023,14,333
TC,2020-05-15,165,3188,24,357
TC,2020-05-16,110,3298,17,374
TC,2020-05-17,106,3404,15,389
TC,2020-05-18,134,3538,12,401
TC,2020-05-19,138,3676,14,415
TC,2020-05-20,231,3907,20,435
TC,2020-05-21,137,4044,17,452
TC,2020-05-22,153,4197,20,472
TC,2020-05-23,144,4341,21,493
TC,2020-05-24,136,4477,17,510
TC,2020-05-25,241,4718,10,520
TC,2020-05-26,134,4852,17,537
TC,2020-05-27,124,4976,16,553
TC,2020-05-28,157,5133,14,567
TC,2020-05-29,193,5326,15,582
TC,2020-05-30,166,5492,25,607
TC,2020-05-31,121,5613,11,618
TC,2020-06-01,370,5983,22,640
TC,2020-06-02,144,6127,19,659
TC,2020-06-03,168,6295,16,675
TC,2020-06-04,176,6471,15,690
TC,2020-06-05,312,6783,14,704
TC,2020-06-06,249,7032,8,712
TC,2020-06-07,185,7217,15,727
TC,2020-06-08,263,7480,14,741
TC,2020-06-09,177,7657,13,754
TC,2020-06-10,278,7935,16,770
TC,2020-06-11,185,8120,12,782
TC,2020-06-12,223,8343,15,797
TC,2020-06-13,147,8490,15,812
TC,2020-06-14,102,8592,16,828
TC,2020-06-15,157,8749,18,846
TC,2020-06-16,98,8847,19,865
TC,2020-06-17,47,8894,9,874
TC,2020-06-18,42,8936,13,887
TC,2020-06-19,20,8956,7,894
TC,2020-06-20,0,8956,4,898
TC,2020-06-21,0,8956,12,910
TC,2020-06-22,0,8956,7,917
TC,2020-06-23,0,8956,0,917
TS,2020-03-13,1,1,0,0
TS,2020-03-14,2,3,0,0
TS,2020-03-15,0,3,0,0
TS,2020-03-16,3,6,0,0
TS,2020-03-17,0,6,0,0
TS,2020-03-18,0,6,0,0
TS,2020-03-19,0,6,0,0
TS,2020-03-20,3,9,0,0
TS,2020-03-21,2,11,0,0
TS,2020-03-22,2,13,0,0
TS,2020-03-23,1,14,0,0
TS,2020-03-24,1,15,0,0
TS,2020-03-25,6,21,0,0
TS,2020-03-26,4,25,0,0
TS,2020-03-27,3,28,0,0
TS,2020-03-28,2,30,0,0
TS,2020-03-29,1,31,0,0
TS,2020-03-30,11,42,0,0
TS,2020-03-31,6,48,0,0
TS,2020-04-01,9,57,0,0
TS,2020-04-02,5,62,0,0
TS,2020-04-03,4,66,1,1
TS,2020-04-04,9,75,1,2
TS,2020-04-05,6,81,0,2
TS,2020-04-06,4,85,1,3
TS,2020-04-07,10,95,0,3
TS,2020-04-08,7,102,0,3
TS,2020-04-09,8,110,0,3
TS,2020-04-10,12,122,0,3
TS,2020-04-11,16,138,0,3
TS,2020-04-12,13,151,0,3
TS,2020-04-13,30,181,0,3
TS,2020-04-14,23,204,1,4
TS,2020-04-15,18,222,1,5
TS,2020-04-16,25,247,0,5
TS,2020-04-17,30,277,1,6
TS,2020-04-18,23,300,0,6
TS,2020-04-19,11,311,0,6
TS,2020-04-20,34,345,4,10
TS,2020-04-21,26,371,0,10
TS,2020-04-22,24,395,0,10
TS,2020-04-23,30,425,3,13
TS,2020-04-24,26,451,1,14
TS,2020-04-25,47,498,3,17
TS,2020-04-26,37,535,1,18
TS,2020-04-27,49,584,2,20
TS,2020-04-28,31,615,1,21
TS,2020-04-29,29,644,0,21
TS,2020-04-30,26,670,3,24
TS,2020-05-01,51,721,2,26
TS,2020-05-02,25,746,3,29
TS,2020-05-03,23,769,1,30
TS,2020-05-04,34,803,1,31
TS,2020-05-05,47,850,1,32
TS,2020-05-06,29,879,3,35
TS,2020-05-07,34,913,4,39
TS,2020-05-08,21,934,5,44
TS,2020-05-09,34,968,3,47
TS,2020-05-10,34,1002,4,51
TS,2020-05-11,44,1046,4,55
TS,2020-05-12,49,1095,3,58
TS,2020-05-13,35,1130,3,61
TS,2020-05-14,58,1188,5,66
TS,2020-05-15,83,1271,2,68
TS,2020-05-16,53,1324,3,71
TS,2020-05-17,51,1375,0,71
TS,2020-05-18,90,1465,4,75
TS,2020-05-19,55,1520,4,79
TS,2020-05-20,91,1611,2,81
TS,2020-05-21,68,1679,5,86
TS,2020-05-22,76,1755,4,90
TS,2020-05-23,67,1822,3,93
TS,2020-05-24,56,1878,5,98
TS,2020-05-25,108,1986,4,102
TS,2020-05-26,79,2065,2,104
TS,2020-05-27,95,2160,4,108
TS,2020-05-28,83,2243,10,118
TS,2020-05-29,71,2314,2,120
TS,2020-05-30,86,2400,7,127
TS,2020-05-31,70,2470,9,136
TS,2020-06-01,153,2623,6,142
TS,2020-06-02,96,2719,6,148
TS,2020-06-03,74,2793,6,154
TS,2020-06-04,92,2885,5,159
TS,2020-06-05,113,2998,2,161
TS,2020-06-06,108,3106,1,162
TS,2020-06-07,95,3201,5,167
TS,2020-06-08,162,3363,7,174
TS,2020-06-09,146,3509,7,181
TS,2020-06-10,153,3662,9,190
TS,2020-06-11,111,3773,5,195
TS,2020-06-12,192,3965,8,203
TS,2020-06-13,113,4078,5,208
TS,2020-06-14,107,4185,16,224
TS,2020-06-15,119,4304,14,238
TS,2020-06-16,97,4401,8,246
TS,2020-06-17,77,4478,8,254
TS,2020-06-18,30,4508,8,262
TS,2020-06-19,12,4520,2,264
TS,2020-06-20,3,4523,4,268
TS,2020-06-21,0,4523,1,269
TS,2020-06-22,1,4524,3,272
TS,2020-06-23,0,4524,0,272
TL,2020-03-16,1,1,0,0
TL,2020-03-17,0,1,0,0
TL,2020-03-18,0,1,0,0
TL,2020-03-19,0,1,0,0
TL,2020-03-20,0,1,0,0
TL,2020-03-21,0,1,0,0
TL,2020-03-22,1,2,0,0
TL,2020-03-23,1,3,0,0
TL,2020-03-24,2,5,0,0
TL,2020-03-25,2,7,0,0
TL,2020-03-26,0,7,0,0
TL,2020-03-27,1,8,0,0
TL,2020-03-28,9,17,0,0
TL,2020-03-29,2,19,0,0
TL,2020-03-30,4,23,0,0
TL,2020-03-31,3,26,0,0
TL,2020-04-01,5,31,0,0
TL,2020-04-02,5,36,0,0
TL,2020-04-03,4,40,0,0
TL,2020-04-04,8,48,0,0
TL,2020-04-05,1,49,0,0
TL,2020-04-06,2,51,0,0
TL,2020-04-07,6,57,0,0
TL,2020-04-08,9,66,1,1
TL,2020-04-09,2,68,0,1
TL,2020-04-10,12,80,0,1
TL,2020-04-11,1,81,0,1
TL,2020-04-12,2,83,3,4
TL,2020-04-13,7,90,0,4
TL,2020-04-14,12,102,1,5
TL,2020-04-15,9,111,0,5
TL,2020-04-16,10,121,0,5
TL,2020-04-17,7,128,1,6
TL,2020-04-18,9,137,0,6
TL,2020-04-19,9,146,2,8
TL,2020-04-20,22,168,0,8
TL,2020-04-21,20,188,2,10
TL,2020-04-22,8,196,2,12
TL,2020-04-23,10,206,1,13
TL,2020-04-24,17,223,1,14
TL,2020-04-25,11,234,2,16
TL,2020-04-26,18,252,2,18
TL,2020-04-27,20,272,4,22
TL,2020-04-28,7,279,4,26
TL,2020-04-29,15,294,5,31
TL,2020-04-30,24,318,3,34
